time_bin,region_id,hour,weekday,is_weekend,order_count,date,precipitation,temp_max,temp_min,snow,avg_wind,temperature
2014-05-01 00:00:00,4075_-7397,0,3,0,12,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4075_-7398,0,3,0,12,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4075_-7399,0,3,0,9,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4075_-7400,0,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4076_-7377,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4076_-7386,0,3,0,5,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4076_-7395,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4076_-7396,0,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4076_-7397,0,3,0,12,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4076_-7398,0,3,0,9,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4076_-7399,0,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4077_-7387,0,3,0,9,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4077_-7389,0,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4077_-7394,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4077_-7395,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4077_-7396,0,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4077_-7398,0,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4078_-7394,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4078_-7395,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4078_-7397,0,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4079_-7394,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4080_-7396,0,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4080_-7400,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4081_-7394,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4081_-7396,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4082_-7394,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4083_-7394,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4084_-7390,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 00:00:00,4094_-7398,0,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4064_-7377,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4064_-7378,1,3,0,19,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4066_-7389,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4068_-7418,1,3,0,5,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4069_-7393,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4069_-7395,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4069_-7417,1,3,0,4,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4070_-7392,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4070_-7393,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4070_-7398,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4070_-7399,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4070_-7400,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4070_-7401,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4071_-7393,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4071_-7395,1,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4071_-7396,1,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4071_-7398,1,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4071_-7399,1,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4071_-7400,1,3,0,9,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4071_-7401,1,3,0,4,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4071_-7403,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4072_-7394,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4072_-7395,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4072_-7398,1,3,0,6,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4072_-7399,1,3,0,8,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4072_-7400,1,3,0,6,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4072_-7401,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4073_-7397,1,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4073_-7398,1,3,0,6,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4073_-7399,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4073_-7400,1,3,0,6,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4074_-7398,1,3,0,11,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4074_-7399,1,3,0,5,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4074_-7400,1,3,0,11,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4075_-7396,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4075_-7397,1,3,0,14,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4075_-7398,1,3,0,6,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4075_-7399,1,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4075_-7400,1,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4075_-7403,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4076_-7396,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4076_-7397,1,3,0,11,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4076_-7398,1,3,0,4,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4076_-7399,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4077_-7391,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4077_-7399,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4080_-7396,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4082_-7395,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4083_-7394,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 01:00:00,4090_-7378,1,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4064_-7378,2,3,0,4,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4064_-7397,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4067_-7394,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4068_-7387,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4068_-7394,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4068_-7395,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4069_-7393,2,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4070_-7394,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4070_-7400,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4070_-7401,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4071_-7393,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4071_-7399,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4072_-7395,2,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4072_-7398,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4072_-7399,2,3,0,4,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4072_-7400,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4072_-7405,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4073_-7397,2,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4073_-7399,2,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4073_-7400,2,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4073_-7404,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4074_-7397,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4074_-7398,2,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4074_-7399,2,3,0,5,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4074_-7400,2,3,0,7,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4075_-7394,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4075_-7396,2,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4075_-7397,2,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4075_-7398,2,3,0,14,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4075_-7399,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4075_-7400,2,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4076_-7388,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4076_-7395,2,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4076_-7396,2,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4076_-7397,2,3,0,6,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4076_-7398,2,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4076_-7399,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4077_-7394,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4077_-7396,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4077_-7397,2,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4078_-7395,2,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4080_-7393,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4080_-7396,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4081_-7394,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 02:00:00,4085_-7393,2,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4065_-7396,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4065_-7397,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4066_-7394,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4066_-7398,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4067_-7395,3,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4067_-7399,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4067_-7419,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4068_-7368,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4068_-7392,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4068_-7393,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4068_-7397,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4068_-7398,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4068_-7399,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4069_-7397,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4069_-7398,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4069_-7399,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4069_-7418,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4070_-7393,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4070_-7400,3,3,0,4,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4070_-7401,3,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4071_-7382,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4071_-7396,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4071_-7398,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4071_-7399,3,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4071_-7400,3,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4071_-7401,3,3,0,5,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4071_-7403,3,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4072_-7394,3,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4072_-7397,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4072_-7398,3,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4072_-7399,3,3,0,10,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4072_-7400,3,3,0,6,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4073_-7397,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4073_-7398,3,3,0,3,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4073_-7399,3,3,0,7,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4073_-7400,3,3,0,4,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4073_-7403,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4073_-7404,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4074_-7388,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4074_-7397,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4074_-7398,3,3,0,7,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4074_-7399,3,3,0,8,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4074_-7400,3,3,0,10,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4074_-7403,3,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4075_-7388,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4075_-7396,3,3,0,4,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4075_-7397,3,3,0,4,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4075_-7398,3,3,0,6,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4075_-7399,3,3,0,4,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4075_-7400,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4075_-7404,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4076_-7395,3,3,0,1,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4076_-7396,3,3,0,2,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4076_-7397,3,3,0,5,2014-05-01,30,256,106,0,20,18.1
2014-05-01 03:00:00,4076_-7398,3,3,0,5,2014-05-01,30,256,106,0,20,18.1
