name,orders_covered,mean_true,mae,rmse,mape_percent,r2,mae_over_mean,rmse_over_mean,wape_percent
stid_refine_20260524_0.02_top30,1208356.0,27.117727707823118,5.840813636779785,11.30627155303955,41.26294708251953,0.9337282127952851,0.2153872809591928,0.416932852002118,21.538729148610326
stid_refine_20260524_0.01_top30,951653.0,21.04500033609795,5.229814529418945,8.431108474731445,37.938629150390625,0.8637825243778351,0.24850626970285092,0.4006228719450187,24.85062689112767
stid_refine_20260524_0.02_top100,1291053.0,8.75186376676031,2.328323602676391,6.810432434082031,42.578678131103516,0.9360442866902541,0.26603745953169355,0.7781693837543655,26.603745432011305
